track_id,phase,Total Distance (km),Total Time (Hours),Mean Vorticity (−1 × 10−5 s−1),Mean Growth rate  (−1 × 10−2 s−1 day-1),Mean Speed (m/s),Region,Season
19831157,incipient,979.9731335409399,10.0,2.268694,-54.06828703703706,27.221475931692776,Total,Total
19831157,intensification,547.3697326096761,4.0,2.0659,-29.94212962962957,38.011786986783065,Total,Total
19831164,incipient,236.7848745390822,10.0,2.269602,-17.94907407407411,6.577357626085617,Total,Total
19831164,intensification,975.6859514135149,46.0,2.2613484782608695,-3.5331119162640845,5.891823378100936,Total,Total
19831165,incipient,2212.262999319366,27.0,5.038951851851852,-72.58530521262,22.759907400405,Total,Total
19831165,intensification,3285.406806096706,49.0,5.786359999999999,-87.79502078609222,18.62475513660264,Total,Total
19831165,mature,713.8369429313741,9.0,4.008427777777778,-42.685185185185155,22.03200441146216,Total,Total
19840001,incipient,373.80133803635124,10.0,6.19093,27.862268518518427,10.383370501009757,Total,Total
19840001,intensification,2329.1711456676157,49.0,6.386454081632652,-42.09112811791382,13.203918059340225,Total,Total
19840001,mature,789.601455224326,9.0,3.1035122222222222,-372.1617798353909,24.37041528470142,Total,Total
19840002,incipient,933.2066736146325,10.0,3.1197179999999998,-147.86574074074073,25.92240760040646,Total,Total
19840002,intensification,607.3197008163385,13.0,2.5285553846153848,4.954594017094015,12.976916684109797,Total,Total
19840003,incipient,456.84723215584273,10.0,5.1252189999999995,28.15393518518516,12.690200893217854,Total,Total
19840003,intensification,4470.6099253099355,43.0,3.5217613953488374,-78.9736757105943,28.87990907822956,Total,Total
19840004,incipient,1342.6137216644024,39.0,5.49054575,15.025819088319096,9.562775795330502,Total,Total
19840004,intensification,7890.103254170226,106.0,4.880409622641509,16.255350279524812,20.67637121113791,Total,Total
19840004,mature,229.83953061900485,9.0,6.819581111111111,56.79012345679004,7.0938126734260765,Total,Total
19840005,incipient,1359.5483326719545,31.0,3.7756834375,41.87537335722819,12.182332730035435,Total,Total
19840005,intensification,3319.734257260883,74.0,3.5065098648648654,4.795733233233228,12.46146492965797,Total,Total
19840005,mature,230.2715582475417,9.0,3.3470999999999997,-33.742283950617264,7.107146859492027,Total,Total
19840006,intensification,4442.442728683704,36.0,3.889798108108108,-10.733667695473253,34.2781074744113,Total,Total
19840007,incipient,1513.7435919980805,23.0,4.982482608695652,-68.44555152979066,18.281927439590348,Total,Total
19840007,intensification,1460.0031426181004,14.0,3.6536373333333336,119.98181216931214,28.968316321787704,Total,Total
19840007,mature,632.4394963982379,9.0,4.7880955555555555,48.44007201646089,19.51973754315549,Total,Total
19840008,incipient,4522.402610848415,30.0,2.3527553333333335,64.64853395061728,41.87409824859643,Total,Total
19840008,intensification,7430.1752935372815,66.0,5.665873181818182,19.68977974186307,31.271781538456572,Total,Total
19840008,mature,724.1054735040656,6.0,3.8556114285714287,-195.62499999999994,33.52340155111415,Total,Total
19840009,decay,1006.4030771637237,11.0,1.6232527272727273,-101.76241582491579,25.414219120296053,Total,Total
